cust_id,label
6,0.3120532004588129
8,0.19384320119185539
9,0.15286480916682801
11,0.3172327867776903
16,0.13213995069404927
20,0.1796398786503352
21,0.11878968895725199
23,0.12480384949131948
25,0.12078966174454506
29,0.21890601035424728
30,0.10692398022309661
32,0.12645915829401022
34,0.29757282694866233
35,0.21765649369506263
36,0.24098564414197993
40,0.11566976165694691
41,0.17716601255627024
44,0.21542388451306127
48,0.11200692259534346
57,0.18640450665134778
58,0.10939402721119891
66,0.4060246877275319
75,0.17806035841507878
76,0.2491462204864105
78,0.10860963079629375
80,0.10182521471802462
83,0.1926507283627195
84,0.2150796664437446
87,0.11974191120653832
88,0.11528327207869998
89,0.1694852668452987
90,0.2868075619009305
101,0.1332411463392605
106,0.25078220608734864
108,0.10744681738292769
110,0.1581066317443232
113,0.1928417033652828
122,0.13387854507077757
125,0.2988292595735604
137,0.12102462178717371
138,0.10312304411069234
145,0.28286744915403145
148,0.12084278501348256
151,0.18136304756494387
152,0.23478330355155316
158,0.1521134067181786
160,0.11836903673849823
164,0.1265177868755289
180,0.2367293167848829
182,0.11573990371100112
189,0.11077122155364977
192,0.33414604917313306
193,0.18127307642821547
198,0.17993725568379948
200,0.23586207313949314
202,0.1550455336396854
206,0.17063317940340209
213,0.1150296176209597
214,0.21059826218224617
215,0.1492776113733287
222,0.11295811906012153
224,0.13073509056837523
228,0.24873606330074272
233,0.2639772354435635
234,0.13851617513015851
241,0.19733666536507954
244,0.13084383743257263
252,0.2670308940122956
257,0.15520891431359582
258,0.09965990307441122
259,0.17303692860565292
261,0.1509741004303581
263,0.23408015557058873
264,0.11879623160744188
272,0.187091180070021
273,0.10411045951750898
275,0.1383050839697365
276,0.17824611173805507
277,0.10331675082274597
278,0.11325090442429052
281,0.15551573552647285
285,0.2521414946524249
286,0.1200094371827334
290,0.17973639384887116
291,0.11176359343544714
302,0.24136727939628347
312,0.17126261709736668
313,0.21471313940893189
323,0.13768163475680428
326,0.5117470681873204
337,0.12586591579072237
338,0.10307427743674756
339,0.1322417855954307
341,0.24729870418947147
343,0.33426099575274854
